Booking_ID,Tanggal_Booking,Tanggal_CheckIn,Tanggal_CheckOut,Lama_Menginap,Room_ID,Tipe_Kamar,Harga_per_Malam,Status_Reservasi,Kanal_Distribusi
B0261,2025-03-11,2025-04-15,2025-04-20,5,SU030,Suite,1000000,Check-in,OTA (Agoda)
B0262,2025-08-14,2025-09-27,2025-09-30,3,SU021,Suite,1000000,Check-in,Direct Booking
B0263,2025-07-30,2025-10-23,2025-10-27,4,SU014,Suite,1000000,Check-in,OTA (Booking.com)
B0264,2025-05-13,2025-05-17,2025-05-18,1,ST010,Standard,300000,Check-in,OTA (Booking.com)
B0265,2025-07-25,2025-09-22,2025-09-27,5,SU030,Suite,1000000,Check-in,OTA (Agoda)
B0266,2025-03-02,2025-05-14,2025-05-18,4,SU005,Suite,1000000,Check-in,OTA (Agoda)
B0267,2025-05-05,2025-05-12,2025-05-16,4,DE049,Deluxe,500000,Check-in,OTA (Booking.com)
B0268,2025-08-27,2025-11-13,2025-11-17,4,DE015,Deluxe,500000,Check-in,OTA (Agoda)
B0269,2025-09-09,2025-09-24,2025-09-26,2,DE003,Deluxe,500000,Check-in,OTA (Booking.com)
B0270,2025-09-21,2025-12-06,2025-12-07,1,ST071,Standard,300000,Check-in,Direct Booking
B0271,2025-03-09,2025-04-29,2025-05-04,5,SU013,Suite,1000000,Check-in,Corporate
B0272,2025-07-22,2025-08-09,2025-08-13,4,DE030,Deluxe,500000,Check-in,Direct Booking
B0273,2025-05-04,2025-06-29,2025-07-01,2,SU010,Suite,1000000,Check-in,OTA (Agoda)
B0274,2025-07-26,2025-09-29,2025-10-04,5,SU026,Suite,1000000,Check-in,OTA (Agoda)
B0275,2025-02-13,2025-04-10,2025-04-11,1,DE051,Deluxe,500000,Cancel,OTA (Agoda)
B0276,2025-08-24,2025-11-06,2025-11-11,5,ST066,Standard,300000,Check-in,OTA (Booking.com)
B0277,2025-04-21,2025-05-29,2025-06-02,4,DE032,Deluxe,500000,Check-in,OTA (Booking.com)
B0278,2025-09-03,2025-11-22,2025-11-24,2,ST082,Standard,300000,Cancel,Direct Booking
B0279,2025-07-20,2025-08-03,2025-08-06,3,DE117,Deluxe,500000,Check-in,OTA (Booking.com)
B0280,2025-07-17,2025-09-06,2025-09-07,1,ST039,Standard,300000,Check-in,OTA (Booking.com)
B0281,2025-04-18,2025-05-10,2025-05-15,5,ST067,Standard,300000,Check-in,OTA (Booking.com)
B0282,2025-09-01,2025-09-26,2025-09-28,2,DE094,Deluxe,500000,Check-in,OTA (Agoda)
B0283,2025-07-11,2025-07-30,2025-08-04,5,SU005,Suite,1000000,Check-in,Direct Booking
B0284,2025-04-01,2025-06-18,2025-06-21,3,ST043,Standard,300000,Check-in,Corporate
B0285,2025-09-19,2025-12-09,2025-12-14,5,DE111,Deluxe,500000,Check-in,OTA (Agoda)
B0286,2025-07-17,2025-09-13,2025-09-16,3,ST034,Standard,300000,Check-in,OTA (Booking.com)
B0287,2025-09-13,2025-11-13,2025-11-17,4,ST071,Standard,300000,Check-in,Direct Booking
B0288,2025-09-20,2025-09-28,2025-10-01,3,ST029,Standard,300000,Check-in,OTA (Booking.com)
B0289,2025-04-25,2025-04-30,2025-05-01,1,DE027,Deluxe,500000,Check-in,Direct Booking
B0290,2025-12-04,2025-12-16,2025-12-19,3,DE106,Deluxe,500000,Check-in,OTA (Booking.com)
B0291,2025-11-11,2025-11-17,2025-11-22,5,ST064,Standard,300000,Check-in,OTA (Booking.com)
B0292,2025-10-13,2025-12-13,2025-12-15,2,SU022,Suite,1000000,Cancel,OTA (Booking.com)
B0293,2025-03-31,2025-05-14,2025-05-17,3,ST015,Standard,300000,Check-in,Direct Booking
B0294,2025-09-15,2025-11-11,2025-11-12,1,ST016,Standard,300000,Check-in,Direct Booking
B0295,2025-07-06,2025-08-23,2025-08-28,5,DE025,Deluxe,500000,Check-in,OTA (Booking.com)
B0296,2025-02-09,2025-04-27,2025-05-02,5,ST052,Standard,300000,Check-in,Direct Booking
B0297,2025-10-02,2025-10-15,2025-10-19,4,DE037,Deluxe,500000,Check-in,OTA (Agoda)
B0298,2025-03-30,2025-06-16,2025-06-18,2,DE045,Deluxe,500000,Check-in,OTA (Booking.com)
B0299,2025-07-23,2025-09-06,2025-09-09,3,ST062,Standard,300000,Check-in,OTA (Booking.com)
B0300,2025-02-26,2025-05-14,2025-05-16,2,DE053,Deluxe,500000,Check-in,OTA (Booking.com)
B0301,2025-04-23,2025-06-05,2025-06-08,3,ST001,Standard,300000,Check-in,Corporate
B0302,2025-09-29,2025-12-26,2025-12-27,1,SU015,Suite,1000000,Check-in,OTA (Booking.com)
B0303,2025-02-22,2025-04-10,2025-04-15,5,DE119,Deluxe,500000,Check-in,Corporate
B0304,2025-10-22,2025-12-05,2025-12-07,2,SU024,Suite,1000000,Check-in,Direct Booking
B0305,2025-08-20,2025-08-30,2025-09-02,3,SU004,Suite,1000000,Check-in,OTA (Booking.com)
B0306,2025-02-11,2025-04-20,2025-04-21,1,ST006,Standard,300000,Check-in,OTA (Agoda)
B0307,2025-09-23,2025-10-10,2025-10-14,4,SU012,Suite,1000000,Check-in,OTA (Agoda)
B0308,2025-04-05,2025-06-24,2025-06-27,3,ST009,Standard,300000,Check-in,OTA (Booking.com)
B0309,2025-05-05,2025-07-31,2025-08-03,3,DE078,Deluxe,500000,Check-in,OTA (Agoda)
B0310,2025-06-01,2025-07-29,2025-08-01,3,ST087,Standard,300000,Check-in,Corporate
B0311,2025-05-09,2025-07-09,2025-07-13,4,DE013,Deluxe,500000,Check-in,OTA (Booking.com)
B0312,2025-09-27,2025-11-23,2025-11-24,1,DE046,Deluxe,500000,Check-in,OTA (Booking.com)
B0313,2025-04-29,2025-06-22,2025-06-25,3,SU002,Suite,1000000,Check-in,Direct Booking
B0314,2025-03-25,2025-04-27,2025-04-29,2,ST034,Standard,300000,Check-in,OTA (Booking.com)
B0315,2025-12-07,2025-12-21,2025-12-24,3,SU022,Suite,1000000,Check-in,OTA (Agoda)
B0316,2025-10-13,2025-11-17,2025-11-20,3,ST063,Standard,300000,Check-in,OTA (Booking.com)
B0317,2025-10-19,2025-11-17,2025-11-20,3,DE052,Deluxe,500000,Cancel,OTA (Booking.com)
B0318,2025-10-24,2025-12-14,2025-12-16,2,DE065,Deluxe,500000,Check-in,Corporate
B0319,2025-06-06,2025-07-24,2025-07-27,3,SU009,Suite,1000000,Check-in,Direct Booking
B0320,2025-06-27,2025-09-19,2025-09-23,4,SU029,Suite,1000000,Check-in,Direct Booking
B0321,2025-04-11,2025-06-11,2025-06-15,4,ST063,Standard,300000,Check-in,OTA (Booking.com)
B0322,2025-03-30,2025-04-10,2025-04-11,1,DE073,Deluxe,500000,Check-in,Direct Booking
B0323,2025-10-10,2025-12-27,2025-12-29,2,DE095,Deluxe,500000,Check-in,Direct Booking
B0324,2025-04-24,2025-06-02,2025-06-04,2,SU011,Suite,1000000,Check-in,OTA (Booking.com)
B0325,2025-09-02,2025-11-21,2025-11-24,3,SU014,Suite,1000000,Check-in,Corporate
B0326,2025-01-22,2025-04-09,2025-04-11,2,ST067,Standard,300000,Check-in,Direct Booking
B0327,2025-08-09,2025-08-28,2025-08-29,1,DE066,Deluxe,500000,Check-in,OTA (Booking.com)
B0328,2025-08-18,2025-10-31,2025-11-05,5,SU009,Suite,1000000,Check-in,Direct Booking
B0329,2025-03-19,2025-05-05,2025-05-06,1,ST090,Standard,300000,Check-in,OTA (Agoda)
B0330,2025-02-05,2025-04-11,2025-04-16,5,DE014,Deluxe,500000,Check-in,Direct Booking
B0331,2025-08-20,2025-10-09,2025-10-14,5,DE071,Deluxe,500000,Check-in,OTA (Booking.com)
B0332,2025-09-15,2025-09-24,2025-09-27,3,SU014,Suite,1000000,Check-in,OTA (Booking.com)
B0333,2025-07-05,2025-09-18,2025-09-19,1,SU019,Suite,1000000,Check-in,OTA (Booking.com)
B0334,2025-04-07,2025-06-29,2025-06-30,1,ST034,Standard,300000,Check-in,OTA (Booking.com)
B0335,2025-04-13,2025-07-03,2025-07-05,2,SU027,Suite,1000000,Check-in,OTA (Agoda)
B0336,2025-02-19,2025-04-19,2025-04-24,5,DE067,Deluxe,500000,Check-in,OTA (Agoda)
B0337,2025-09-03,2025-09-09,2025-09-10,1,DE023,Deluxe,500000,Check-in,Corporate
B0338,2025-09-20,2025-11-29,2025-12-01,2,DE063,Deluxe,500000,Check-in,OTA (Booking.com)
B0339,2025-08-24,2025-09-30,2025-10-04,4,SU001,Suite,1000000,Check-in,OTA (Booking.com)
B0340,2025-09-20,2025-10-06,2025-10-11,5,DE054,Deluxe,500000,Check-in,OTA (Agoda)
B0341,2025-08-02,2025-09-21,2025-09-23,2,SU016,Suite,1000000,Check-in,OTA (Booking.com)
B0342,2025-06-09,2025-08-15,2025-08-17,2,SU026,Suite,1000000,Check-in,Direct Booking
B0343,2025-04-15,2025-07-02,2025-07-06,4,ST029,Standard,300000,Check-in,Direct Booking
B0344,2025-07-19,2025-08-30,2025-09-03,4,DE001,Deluxe,500000,Check-in,OTA (Agoda)
B0345,2025-10-23,2025-11-14,2025-11-17,3,DE087,Deluxe,500000,Check-in,OTA (Agoda)
B0346,2025-09-24,2025-11-09,2025-11-13,4,DE020,Deluxe,500000,Check-in,OTA (Agoda)
B0347,2025-05-01,2025-05-09,2025-05-12,3,ST006,Standard,300000,Check-in,OTA (Booking.com)
B0348,2025-03-26,2025-06-21,2025-06-23,2,SU018,Suite,1000000,Check-in,OTA (Booking.com)
B0349,2025-02-20,2025-04-18,2025-04-21,3,SU021,Suite,1000000,Check-in,OTA (Agoda)
B0350,2025-08-17,2025-10-03,2025-10-05,2,DE110,Deluxe,500000,Cancel,Direct Booking
B0351,2025-10-28,2025-11-17,2025-11-19,2,DE036,Deluxe,500000,Check-in,OTA (Agoda)
B0352,2025-03-28,2025-06-10,2025-06-11,1,ST074,Standard,300000,Check-in,OTA (Booking.com)
B0353,2025-07-01,2025-08-06,2025-08-08,2,SU003,Suite,1000000,Check-in,Direct Booking
B0354,2025-08-10,2025-10-16,2025-10-17,1,ST019,Standard,300000,Check-in,OTA (Agoda)
B0355,2025-05-22,2025-07-19,2025-07-20,1,ST018,Standard,300000,Check-in,Corporate
B0356,2025-05-10,2025-07-12,2025-07-13,1,SU006,Suite,1000000,Check-in,Direct Booking
B0357,2025-10-22,2025-11-14,2025-11-19,5,SU021,Suite,1000000,Check-in,Corporate
B0358,2025-08-15,2025-09-25,2025-09-26,1,ST056,Standard,300000,Check-in,OTA (Booking.com)
B0359,2025-05-12,2025-06-20,2025-06-21,1,ST030,Standard,300000,Check-in,OTA (Agoda)
B0360,2025-09-10,2025-10-03,2025-10-07,4,ST025,Standard,300000,Check-in,Corporate
B0361,2025-07-13,2025-07-31,2025-08-03,3,DE031,Deluxe,500000,Check-in,OTA (Booking.com)
B0362,2025-10-09,2025-11-26,2025-11-27,1,ST074,Standard,300000,Check-in,OTA (Agoda)
B0363,2025-08-28,2025-09-06,2025-09-08,2,DE114,Deluxe,500000,Cancel,OTA (Agoda)
B0364,2025-08-21,2025-10-28,2025-11-01,4,DE111,Deluxe,500000,Check-in,Direct Booking
B0365,2025-03-28,2025-05-08,2025-05-10,2,DE057,Deluxe,500000,Check-in,OTA (Booking.com)
B0366,2025-06-16,2025-07-03,2025-07-06,3,SU015,Suite,1000000,Check-in,Corporate
B0367,2025-05-26,2025-06-03,2025-06-04,1,ST083,Standard,300000,Check-in,Direct Booking
B0368,2025-06-13,2025-07-25,2025-07-28,3,DE061,Deluxe,500000,Cancel,OTA (Booking.com)
B0369,2025-04-04,2025-05-11,2025-05-16,5,DE030,Deluxe,500000,Check-in,Corporate
B0370,2025-04-29,2025-06-04,2025-06-08,4,ST034,Standard,300000,Check-in,OTA (Booking.com)
B0371,2025-04-22,2025-06-26,2025-06-29,3,ST074,Standard,300000,Cancel,Direct Booking
B0372,2025-06-27,2025-09-20,2025-09-21,1,ST072,Standard,300000,Check-in,OTA (Agoda)
B0373,2025-04-13,2025-04-24,2025-04-26,2,ST017,Standard,300000,Check-in,Direct Booking
B0374,2025-10-04,2025-10-31,2025-11-02,2,ST048,Standard,300000,Check-in,OTA (Booking.com)
B0375,2025-06-07,2025-08-27,2025-09-01,5,ST032,Standard,300000,Cancel,OTA (Booking.com)
B0376,2025-07-29,2025-10-25,2025-10-28,3,DE022,Deluxe,500000,Check-in,OTA (Booking.com)
B0377,2025-10-22,2025-11-12,2025-11-15,3,DE079,Deluxe,500000,Check-in,Direct Booking
B0378,2025-03-27,2025-06-13,2025-06-14,1,DE025,Deluxe,500000,Check-in,OTA (Booking.com)
B0379,2025-09-07,2025-10-22,2025-10-25,3,SU008,Suite,1000000,Check-in,OTA (Booking.com)
B0380,2025-08-28,2025-09-11,2025-09-15,4,SU017,Suite,1000000,Check-in,Direct Booking
B0381,2025-05-11,2025-06-12,2025-06-13,1,SU001,Suite,1000000,Check-in,Corporate
B0382,2025-08-14,2025-11-01,2025-11-03,2,SU018,Suite,1000000,Cancel,Corporate
B0383,2025-07-28,2025-09-08,2025-09-10,2,SU028,Suite,1000000,Check-in,OTA (Booking.com)
B0384,2025-09-21,2025-11-26,2025-11-30,4,DE098,Deluxe,500000,Check-in,OTA (Booking.com)
B0385,2025-10-07,2025-10-19,2025-10-24,5,ST074,Standard,300000,Check-in,Direct Booking
B0386,2025-07-15,2025-09-28,2025-09-29,1,SU016,Suite,1000000,Check-in,OTA (Booking.com)
B0387,2025-09-04,2025-11-27,2025-12-01,4,DE108,Deluxe,500000,Check-in,OTA (Agoda)
B0388,2025-04-13,2025-06-08,2025-06-10,2,DE108,Deluxe,500000,Check-in,OTA (Agoda)
B0389,2025-03-08,2025-04-24,2025-04-29,5,DE098,Deluxe,500000,Check-in,OTA (Booking.com)
B0390,2025-07-10,2025-08-26,2025-08-29,3,SU027,Suite,1000000,Check-in,OTA (Booking.com)
B0391,2025-06-12,2025-08-22,2025-08-26,4,ST025,Standard,300000,Check-in,Direct Booking
B0392,2025-10-06,2025-10-19,2025-10-24,5,DE052,Deluxe,500000,Check-in,OTA (Booking.com)
B0393,2025-04-27,2025-06-13,2025-06-15,2,SU009,Suite,1000000,Check-in,OTA (Booking.com)
B0394,2025-04-18,2025-04-24,2025-04-28,4,SU008,Suite,1000000,Check-in,OTA (Booking.com)
B0395,2025-10-22,2025-12-22,2025-12-27,5,DE038,Deluxe,500000,Check-in,OTA (Agoda)
B0396,2025-08-28,2025-09-15,2025-09-18,3,ST058,Standard,300000,Check-in,OTA (Booking.com)
B0397,2025-06-14,2025-09-01,2025-09-05,4,ST090,Standard,300000,Check-in,OTA (Agoda)
B0398,2025-09-29,2025-12-07,2025-12-10,3,ST090,Standard,300000,Check-in,OTA (Booking.com)
B0399,2025-10-03,2025-10-06,2025-10-09,3,DE040,Deluxe,500000,Check-in,Corporate
B0400,2025-06-22,2025-09-05,2025-09-10,5,ST013,Standard,300000,Check-in,OTA (Booking.com)
B0401,2025-09-13,2025-11-29,2025-12-04,5,DE101,Deluxe,500000,Cancel,OTA (Agoda)
B0402,2025-05-12,2025-07-26,2025-07-30,4,ST084,Standard,300000,Check-in,OTA (Booking.com)
B0403,2025-08-05,2025-10-12,2025-10-17,5,SU009,Suite,1000000,Check-in,Direct Booking
B0404,2025-03-14,2025-05-27,2025-05-30,3,SU023,Suite,1000000,Check-in,OTA (Booking.com)
B0405,2025-10-09,2025-10-29,2025-11-02,4,ST074,Standard,300000,Check-in,OTA (Booking.com)
B0406,2025-09-10,2025-11-28,2025-11-30,2,ST065,Standard,300000,Check-in,OTA (Agoda)
B0407,2025-05-10,2025-07-16,2025-07-20,4,ST031,Standard,300000,Check-in,OTA (Booking.com)
B0408,2025-08-03,2025-10-10,2025-10-15,5,DE106,Deluxe,500000,Cancel,OTA (Booking.com)
B0409,2025-07-16,2025-09-23,2025-09-25,2,ST062,Standard,300000,Check-in,OTA (Agoda)
B0410,2025-05-18,2025-08-14,2025-08-15,1,ST044,Standard,300000,Check-in,Corporate
B0411,2025-07-26,2025-08-31,2025-09-05,5,SU027,Suite,1000000,Cancel,Corporate
B0412,2025-06-09,2025-07-16,2025-07-20,4,ST014,Standard,300000,Check-in,OTA (Booking.com)
B0413,2025-07-05,2025-08-19,2025-08-23,4,DE079,Deluxe,500000,Check-in,OTA (Booking.com)
B0414,2025-09-01,2025-10-20,2025-10-23,3,DE100,Deluxe,500000,Cancel,OTA (Agoda)
B0415,2025-03-15,2025-04-22,2025-04-25,3,DE073,Deluxe,500000,Cancel,Direct Booking
B0416,2025-06-14,2025-08-10,2025-08-14,4,ST054,Standard,300000,Check-in,Direct Booking
B0417,2025-06-09,2025-08-17,2025-08-21,4,ST014,Standard,300000,Check-in,Direct Booking
B0418,2025-05-14,2025-08-01,2025-08-05,4,SU030,Suite,1000000,Check-in,Corporate
B0419,2025-06-30,2025-07-29,2025-07-31,2,SU011,Suite,1000000,Check-in,OTA (Booking.com)
B0420,2025-03-22,2025-05-22,2025-05-23,1,ST049,Standard,300000,Check-in,Direct Booking
B0421,2025-04-10,2025-06-20,2025-06-24,4,DE081,Deluxe,500000,Check-in,OTA (Agoda)
B0422,2025-10-01,2025-12-01,2025-12-04,3,ST080,Standard,300000,Check-in,Corporate
B0423,2025-07-14,2025-08-25,2025-08-28,3,ST009,Standard,300000,Check-in,OTA (Agoda)
B0424,2025-05-05,2025-07-28,2025-07-30,2,ST035,Standard,300000,Check-in,OTA (Agoda)
B0425,2025-06-24,2025-06-29,2025-07-03,4,DE034,Deluxe,500000,Check-in,Direct Booking
B0426,2025-10-16,2025-10-21,2025-10-25,4,DE024,Deluxe,500000,Check-in,OTA (Agoda)
B0427,2025-03-13,2025-04-20,2025-04-22,2,SU001,Suite,1000000,Check-in,OTA (Booking.com)
B0428,2025-07-12,2025-08-24,2025-08-28,4,DE040,Deluxe,500000,Cancel,OTA (Booking.com)
B0429,2025-04-05,2025-06-08,2025-06-09,1,ST072,Standard,300000,Check-in,Direct Booking
B0430,2025-09-02,2025-09-17,2025-09-18,1,SU004,Suite,1000000,Check-in,OTA (Booking.com)
B0431,2025-03-15,2025-04-08,2025-04-10,2,ST001,Standard,300000,Check-in,Direct Booking
B0432,2025-04-12,2025-07-08,2025-07-10,2,SU029,Suite,1000000,Check-in,OTA (Booking.com)
B0433,2025-09-14,2025-11-05,2025-11-08,3,ST013,Standard,300000,Check-in,OTA (Booking.com)
B0434,2025-06-21,2025-07-04,2025-07-07,3,SU017,Suite,1000000,Check-in,Corporate
B0435,2025-08-11,2025-08-12,2025-08-16,4,DE098,Deluxe,500000,Check-in,OTA (Agoda)
B0436,2025-07-21,2025-09-02,2025-09-06,4,ST086,Standard,300000,Check-in,Direct Booking
B0437,2025-07-10,2025-10-02,2025-10-07,5,ST090,Standard,300000,Check-in,OTA (Booking.com)
B0438,2025-07-07,2025-09-05,2025-09-10,5,SU026,Suite,1000000,Check-in,OTA (Booking.com)
B0439,2025-04-21,2025-05-31,2025-06-04,4,ST018,Standard,300000,Cancel,Direct Booking
B0440,2025-05-05,2025-07-23,2025-07-24,1,SU006,Suite,1000000,Cancel,OTA (Booking.com)
B0441,2025-08-11,2025-10-09,2025-10-12,3,DE094,Deluxe,500000,Check-in,Corporate
B0442,2025-05-13,2025-07-21,2025-07-23,2,SU014,Suite,1000000,Check-in,OTA (Booking.com)
B0443,2025-12-15,2025-12-26,2025-12-31,5,DE016,Deluxe,500000,Check-in,OTA (Booking.com)
B0444,2025-03-16,2025-05-28,2025-05-29,1,SU006,Suite,1000000,Check-in,Corporate
B0445,2025-05-21,2025-06-16,2025-06-20,4,SU007,Suite,1000000,Check-in,OTA (Booking.com)
B0446,2025-06-30,2025-07-15,2025-07-17,2,ST067,Standard,300000,Check-in,Direct Booking
B0447,2025-09-10,2025-11-15,2025-11-17,2,SU030,Suite,1000000,Check-in,OTA (Booking.com)
B0448,2025-03-02,2025-04-30,2025-05-03,3,ST020,Standard,300000,Check-in,OTA (Agoda)
B0449,2025-10-17,2025-10-20,2025-10-24,4,DE002,Deluxe,500000,Check-in,OTA (Agoda)
B0450,2025-02-22,2025-05-08,2025-05-12,4,SU015,Suite,1000000,Check-in,OTA (Agoda)
B0451,2025-02-20,2025-05-01,2025-05-03,2,SU002,Suite,1000000,Cancel,OTA (Booking.com)
B0452,2025-09-20,2025-10-27,2025-11-01,5,SU029,Suite,1000000,Check-in,OTA (Agoda)
B0453,2025-08-11,2025-11-02,2025-11-07,5,DE086,Deluxe,500000,Cancel,OTA (Booking.com)
B0454,2025-08-22,2025-10-10,2025-10-13,3,SU005,Suite,1000000,Check-in,OTA (Booking.com)
B0455,2025-03-30,2025-06-08,2025-06-11,3,ST055,Standard,300000,Check-in,Direct Booking
B0456,2025-08-11,2025-10-19,2025-10-20,1,ST057,Standard,300000,Check-in,Corporate
B0457,2025-04-11,2025-04-12,2025-04-17,5,DE013,Deluxe,500000,Check-in,OTA (Agoda)
B0458,2025-11-04,2025-12-29,2025-12-31,2,DE084,Deluxe,500000,Check-in,Direct Booking
B0459,2025-05-05,2025-06-19,2025-06-24,5,DE050,Deluxe,500000,Check-in,OTA (Agoda)
B0460,2025-04-02,2025-04-17,2025-04-19,2,ST031,Standard,300000,Check-in,OTA (Agoda)
B0461,2025-07-30,2025-08-02,2025-08-06,4,SU013,Suite,1000000,Check-in,OTA (Booking.com)
B0462,2025-02-26,2025-04-25,2025-04-30,5,SU029,Suite,1000000,Check-in,OTA (Booking.com)
B0463,2025-06-21,2025-07-21,2025-07-26,5,SU022,Suite,1000000,Check-in,Corporate
B0464,2025-08-12,2025-09-11,2025-09-15,4,ST078,Standard,300000,Check-in,OTA (Booking.com)
B0465,2025-06-19,2025-07-31,2025-08-05,5,DE119,Deluxe,500000,Check-in,Corporate
B0466,2025-05-17,2025-07-23,2025-07-27,4,DE078,Deluxe,500000,Check-in,Direct Booking
B0467,2025-04-14,2025-06-29,2025-07-01,2,ST008,Standard,300000,Check-in,OTA (Booking.com)
B0468,2025-09-17,2025-09-24,2025-09-27,3,ST009,Standard,300000,Check-in,OTA (Agoda)
B0469,2025-09-20,2025-10-31,2025-11-05,5,DE034,Deluxe,500000,Check-in,OTA (Booking.com)
B0470,2025-09-21,2025-11-29,2025-12-03,4,SU024,Suite,1000000,Check-in,OTA (Booking.com)
B0471,2025-11-05,2025-11-24,2025-11-28,4,SU029,Suite,1000000,Check-in,Corporate
B0472,2025-10-17,2025-12-28,2026-01-02,5,SU001,Suite,1000000,Check-in,Direct Booking
B0473,2025-03-29,2025-05-11,2025-05-13,2,DE064,Deluxe,500000,Check-in,Direct Booking
B0474,2025-04-02,2025-04-27,2025-04-30,3,DE098,Deluxe,500000,Check-in,OTA (Booking.com)
B0475,2025-05-02,2025-05-08,2025-05-09,1,SU008,Suite,1000000,Check-in,OTA (Booking.com)
B0476,2025-04-26,2025-07-21,2025-07-23,2,DE097,Deluxe,500000,Check-in,Corporate
B0477,2025-02-28,2025-04-08,2025-04-10,2,SU001,Suite,1000000,Cancel,Corporate
B0478,2025-11-16,2025-12-02,2025-12-03,1,SU014,Suite,1000000,Check-in,OTA (Agoda)
B0479,2025-06-11,2025-08-01,2025-08-05,4,ST027,Standard,300000,Check-in,Direct Booking
B0480,2025-10-31,2025-12-30,2026-01-04,5,ST052,Standard,300000,Check-in,Direct Booking
B0481,2025-10-06,2025-12-11,2025-12-12,1,DE044,Deluxe,500000,Check-in,Corporate
B0482,2025-07-12,2025-09-11,2025-09-15,4,SU007,Suite,1000000,Check-in,OTA (Booking.com)
B0483,2025-05-11,2025-07-23,2025-07-27,4,ST058,Standard,300000,Check-in,Direct Booking
B0484,2025-08-17,2025-10-31,2025-11-04,4,DE091,Deluxe,500000,Check-in,OTA (Booking.com)
B0485,2025-06-16,2025-08-04,2025-08-07,3,DE066,Deluxe,500000,Check-in,Corporate
B0486,2025-06-27,2025-08-10,2025-08-13,3,DE090,Deluxe,500000,Cancel,OTA (Booking.com)
B0487,2025-09-20,2025-11-22,2025-11-24,2,SU024,Suite,1000000,Check-in,OTA (Booking.com)
B0488,2025-11-19,2025-12-07,2025-12-08,1,SU003,Suite,1000000,Cancel,OTA (Booking.com)
B0489,2025-02-07,2025-05-01,2025-05-02,1,ST046,Standard,300000,Check-in,OTA (Agoda)
B0490,2025-01-29,2025-04-25,2025-04-30,5,SU026,Suite,1000000,Check-in,OTA (Agoda)
B0491,2025-04-05,2025-05-05,2025-05-08,3,ST055,Standard,300000,Check-in,Direct Booking
B0492,2025-08-11,2025-10-09,2025-10-13,4,SU028,Suite,1000000,Check-in,OTA (Booking.com)
B0493,2025-09-16,2025-12-04,2025-12-08,4,ST068,Standard,300000,Check-in,Direct Booking
B0494,2025-08-18,2025-10-28,2025-11-01,4,SU018,Suite,1000000,Check-in,OTA (Agoda)
B0495,2025-06-17,2025-08-25,2025-08-29,4,SU023,Suite,1000000,Check-in,OTA (Booking.com)
B0496,2025-05-06,2025-07-01,2025-07-05,4,SU005,Suite,1000000,Cancel,OTA (Booking.com)
B0497,2025-06-07,2025-07-08,2025-07-10,2,ST009,Standard,300000,Check-in,OTA (Agoda)
B0498,2025-09-16,2025-10-21,2025-10-22,1,SU022,Suite,1000000,Check-in,OTA (Booking.com)
B0499,2025-05-22,2025-08-03,2025-08-04,1,ST052,Standard,300000,Check-in,OTA (Booking.com)
B0500,2025-04-06,2025-04-17,2025-04-18,1,SU028,Suite,1000000,Check-in,OTA (Booking.com)
B0501,2025-02-27,2025-04-29,2025-05-02,3,ST034,Standard,300000,Check-in,Direct Booking
B0502,2025-09-06,2025-11-09,2025-11-10,1,ST033,Standard,300000,Check-in,OTA (Booking.com)
B0503,2025-12-14,2025-12-27,2025-12-29,2,SU018,Suite,1000000,Check-in,Corporate
B0504,2025-09-02,2025-11-30,2025-12-05,5,DE067,Deluxe,500000,Check-in,Direct Booking
B0505,2025-03-12,2025-04-17,2025-04-19,2,SU018,Suite,1000000,Cancel,OTA (Booking.com)
B0506,2025-05-17,2025-06-13,2025-06-15,2,ST006,Standard,300000,Check-in,Corporate
B0507,2025-05-15,2025-06-23,2025-06-24,1,ST014,Standard,300000,Check-in,OTA (Agoda)
B0508,2025-07-29,2025-09-17,2025-09-21,4,DE033,Deluxe,500000,Check-in,Direct Booking
B0509,2025-02-11,2025-05-11,2025-05-12,1,ST024,Standard,300000,Check-in,OTA (Booking.com)
B0510,2025-10-28,2025-11-10,2025-11-14,4,SU003,Suite,1000000,Check-in,OTA (Booking.com)
B0511,2025-08-03,2025-10-21,2025-10-24,3,DE031,Deluxe,500000,Check-in,Direct Booking
B0512,2025-10-11,2025-12-08,2025-12-13,5,SU026,Suite,1000000,Check-in,Corporate
B0513,2025-05-10,2025-07-05,2025-07-09,4,ST017,Standard,300000,Check-in,OTA (Booking.com)
B0514,2025-06-11,2025-08-30,2025-09-02,3,SU007,Suite,1000000,Check-in,Direct Booking
B0515,2025-09-22,2025-10-12,2025-10-14,2,ST050,Standard,300000,Check-in,Direct Booking
B0516,2025-07-22,2025-09-10,2025-09-12,2,DE018,Deluxe,500000,Check-in,Direct Booking
B0517,2025-10-05,2025-11-14,2025-11-18,4,DE076,Deluxe,500000,Check-in,Direct Booking
B0518,2025-06-23,2025-07-05,2025-07-06,1,DE033,Deluxe,500000,Check-in,OTA (Booking.com)
B0519,2025-03-31,2025-05-23,2025-05-24,1,SU002,Suite,1000000,Check-in,OTA (Booking.com)
B0520,2025-06-29,2025-09-14,2025-09-17,3,DE079,Deluxe,500000,Check-in,OTA (Booking.com)
B0521,2025-07-23,2025-08-03,2025-08-05,2,ST022,Standard,300000,Check-in,OTA (Booking.com)
B0522,2025-05-20,2025-06-11,2025-06-16,5,DE092,Deluxe,500000,Check-in,OTA (Booking.com)
