Product_ID,Booking_ID,Product_Name,Quantity,Price_per_Unit,Total_Price
PROD-0528,B0827,Tour Package,1,500000,500000
PROD-0529,B0862,Airport Transfer,2,200000,400000
PROD-0530,B0132,Airport Transfer,2,200000,400000
PROD-0531,B0712,Tour Package,1,500000,500000
PROD-0532,B0883,Mini Bar Refill,1,120000,120000
PROD-0533,B0054,Tour Package,1,500000,500000
PROD-0534,B0051,Laundry Service,1,75000,75000
PROD-0535,B0837,Dinner Buffet,2,250000,500000
PROD-0536,B0022,Massage Service,1,350000,350000
PROD-0537,B0173,Airport Transfer,1,200000,200000
PROD-0538,B0741,Massage Service,1,350000,350000
PROD-0539,B0665,Airport Transfer,1,200000,200000
PROD-0540,B0642,Room Service,2,180000,360000
PROD-0541,B0789,Spa Package,1,300000,300000
PROD-0542,B0946,Dinner Buffet,2,250000,500000
PROD-0543,B0466,Mini Bar Refill,1,120000,120000
PROD-0544,B0625,Room Service,1,180000,180000
PROD-0545,B0165,Room Service,3,180000,540000
PROD-0546,B0379,Laundry Service,1,75000,75000
PROD-0547,B0357,Tour Package,1,500000,500000
PROD-0548,B0191,Massage Service,1,350000,350000
PROD-0549,B0449,Breakfast Buffet,2,150000,300000
PROD-0550,B0297,Massage Service,1,350000,350000
PROD-0551,B0450,Late Checkout,1,100000,100000
PROD-0552,B0726,Room Service,3,180000,540000
PROD-0553,B0137,Dinner Buffet,1,250000,250000
PROD-0554,B0117,Laundry Service,1,75000,75000
PROD-0555,B0049,Massage Service,1,350000,350000
PROD-0556,B0249,Dinner Buffet,1,250000,250000
PROD-0557,B0530,Tour Package,1,500000,500000
PROD-0558,B0811,Laundry Service,2,75000,150000
PROD-0559,B0511,Room Service,2,180000,360000
PROD-0560,B0195,Airport Transfer,1,200000,200000
PROD-0561,B0544,Spa Package,1,300000,300000
PROD-0562,B0146,Breakfast Buffet,2,150000,300000
PROD-0563,B0234,Spa Package,1,300000,300000
PROD-0564,B0262,Spa Package,1,300000,300000
PROD-0565,B0498,Room Service,1,180000,180000
PROD-0566,B0719,Airport Transfer,1,200000,200000
PROD-0567,B0190,Dinner Buffet,1,250000,250000
PROD-0568,B0630,Spa Package,1,300000,300000
PROD-0569,B0051,Dinner Buffet,1,250000,250000
PROD-0570,B0124,Airport Transfer,2,200000,400000
PROD-0571,B0526,Mini Bar Refill,1,120000,120000
PROD-0572,B0248,Spa Package,1,300000,300000
PROD-0573,B0664,Tour Package,1,500000,500000
PROD-0574,B0132,Massage Service,1,350000,350000
PROD-0575,B0122,Mini Bar Refill,1,120000,120000
PROD-0576,B0853,Room Service,2,180000,360000
PROD-0577,B0847,Breakfast Buffet,1,150000,150000
PROD-0578,B0871,Mini Bar Refill,1,120000,120000
PROD-0579,B1000,Spa Package,1,300000,300000
PROD-0580,B0421,Tour Package,1,500000,500000
PROD-0581,B0501,Laundry Service,1,75000,75000
PROD-0582,B0569,Room Service,2,180000,360000
PROD-0583,B0984,Laundry Service,1,75000,75000
PROD-0584,B0411,Dinner Buffet,1,250000,250000
PROD-0585,B0450,Dinner Buffet,1,250000,250000
PROD-0586,B0361,Breakfast Buffet,1,150000,150000
PROD-0587,B0059,Late Checkout,1,100000,100000
PROD-0588,B0253,Tour Package,1,500000,500000
PROD-0589,B0011,Airport Transfer,2,200000,400000
PROD-0590,B0214,Mini Bar Refill,1,120000,120000
PROD-0591,B0051,Dinner Buffet,2,250000,500000
PROD-0592,B0328,Dinner Buffet,1,250000,250000
PROD-0593,B0168,Dinner Buffet,1,250000,250000
PROD-0594,B0091,Massage Service,1,350000,350000
PROD-0595,B0727,Late Checkout,1,100000,100000
PROD-0596,B0973,Spa Package,1,300000,300000
PROD-0597,B0730,Dinner Buffet,1,250000,250000
PROD-0598,B0031,Airport Transfer,1,200000,200000
PROD-0599,B0539,Laundry Service,1,75000,75000
PROD-0600,B0063,Mini Bar Refill,1,120000,120000
PROD-0601,B0334,Tour Package,1,500000,500000
PROD-0602,B0856,Mini Bar Refill,1,120000,120000
PROD-0603,B0555,Dinner Buffet,1,250000,250000
PROD-0604,B0091,Airport Transfer,2,200000,400000
PROD-0605,B0265,Massage Service,1,350000,350000
PROD-0606,B0386,Dinner Buffet,1,250000,250000
PROD-0607,B0041,Mini Bar Refill,1,120000,120000
PROD-0608,B0921,Room Service,1,180000,180000
PROD-0609,B0409,Room Service,1,180000,180000
PROD-0610,B0468,Airport Transfer,1,200000,200000
PROD-0611,B0222,Room Service,2,180000,360000
PROD-0612,B0033,Dinner Buffet,1,250000,250000
PROD-0613,B0502,Tour Package,1,500000,500000
PROD-0614,B0925,Room Service,3,180000,540000
PROD-0615,B0610,Mini Bar Refill,1,120000,120000
PROD-0616,B0114,Massage Service,1,350000,350000
PROD-0617,B0946,Late Checkout,1,100000,100000
PROD-0618,B0539,Massage Service,1,350000,350000
PROD-0619,B0970,Dinner Buffet,2,250000,500000
PROD-0620,B0783,Laundry Service,2,75000,150000
PROD-0621,B0769,Massage Service,1,350000,350000
PROD-0622,B0742,Mini Bar Refill,1,120000,120000
PROD-0623,B0272,Mini Bar Refill,1,120000,120000
PROD-0624,B0311,Breakfast Buffet,1,150000,150000
PROD-0625,B0248,Mini Bar Refill,1,120000,120000
PROD-0626,B0909,Breakfast Buffet,1,150000,150000
PROD-0627,B0478,Dinner Buffet,2,250000,500000
PROD-0628,B0601,Mini Bar Refill,1,120000,120000
PROD-0629,B0587,Tour Package,1,500000,500000
PROD-0630,B0883,Breakfast Buffet,2,150000,300000
PROD-0631,B0639,Spa Package,1,300000,300000
PROD-0632,B0649,Airport Transfer,2,200000,400000
PROD-0633,B0552,Tour Package,1,500000,500000
PROD-0634,B0328,Late Checkout,1,100000,100000
PROD-0635,B0347,Laundry Service,2,75000,150000
PROD-0636,B0629,Mini Bar Refill,1,120000,120000
PROD-0637,B0475,Laundry Service,3,75000,225000
PROD-0638,B0297,Airport Transfer,1,200000,200000
PROD-0639,B0972,Late Checkout,1,100000,100000
PROD-0640,B0951,Airport Transfer,1,200000,200000
PROD-0641,B0769,Breakfast Buffet,2,150000,300000
PROD-0642,B0125,Spa Package,1,300000,300000
PROD-0643,B0411,Room Service,2,180000,360000
PROD-0644,B0832,Dinner Buffet,1,250000,250000
PROD-0645,B0860,Spa Package,1,300000,300000
PROD-0646,B0046,Late Checkout,1,100000,100000
PROD-0647,B0821,Tour Package,1,500000,500000
PROD-0648,B0125,Mini Bar Refill,1,120000,120000
PROD-0649,B0164,Dinner Buffet,2,250000,500000
PROD-0650,B0937,Breakfast Buffet,1,150000,150000
PROD-0651,B0358,Dinner Buffet,1,250000,250000
PROD-0652,B0209,Dinner Buffet,2,250000,500000
PROD-0653,B0686,Room Service,1,180000,180000
PROD-0654,B0019,Late Checkout,1,100000,100000
PROD-0655,B0101,Laundry Service,3,75000,225000
PROD-0656,B0895,Spa Package,1,300000,300000
PROD-0657,B0126,Airport Transfer,1,200000,200000
PROD-0658,B0741,Room Service,1,180000,180000
PROD-0659,B0310,Laundry Service,3,75000,225000
PROD-0660,B0270,Laundry Service,1,75000,75000
PROD-0661,B0512,Massage Service,1,350000,350000
PROD-0662,B0695,Spa Package,1,300000,300000
PROD-0663,B0307,Mini Bar Refill,1,120000,120000
PROD-0664,B0840,Mini Bar Refill,1,120000,120000
PROD-0665,B0479,Tour Package,1,500000,500000
PROD-0666,B0746,Tour Package,1,500000,500000
PROD-0667,B0009,Dinner Buffet,1,250000,250000
PROD-0668,B0537,Dinner Buffet,2,250000,500000
PROD-0669,B0952,Dinner Buffet,2,250000,500000
PROD-0670,B0038,Late Checkout,1,100000,100000
PROD-0671,B0200,Breakfast Buffet,2,150000,300000
PROD-0672,B0075,Spa Package,1,300000,300000
PROD-0673,B0531,Breakfast Buffet,1,150000,150000
PROD-0674,B0318,Spa Package,1,300000,300000
PROD-0675,B0249,Spa Package,1,300000,300000
PROD-0676,B0817,Airport Transfer,1,200000,200000
PROD-0677,B0377,Airport Transfer,2,200000,400000
PROD-0678,B0964,Mini Bar Refill,1,120000,120000
PROD-0679,B0519,Breakfast Buffet,2,150000,300000
PROD-0680,B0166,Breakfast Buffet,2,150000,300000
PROD-0681,B0508,Airport Transfer,1,200000,200000
PROD-0682,B0319,Room Service,1,180000,180000
PROD-0683,B0253,Laundry Service,2,75000,150000
PROD-0684,B0968,Room Service,3,180000,540000
PROD-0685,B0141,Spa Package,1,300000,300000
PROD-0686,B0544,Spa Package,1,300000,300000
PROD-0687,B0581,Mini Bar Refill,1,120000,120000
PROD-0688,B0849,Tour Package,1,500000,500000
PROD-0689,B0939,Room Service,2,180000,360000
PROD-0690,B0149,Dinner Buffet,2,250000,500000
PROD-0691,B0596,Airport Transfer,2,200000,400000
PROD-0692,B0607,Room Service,2,180000,360000
PROD-0693,B0521,Airport Transfer,2,200000,400000
PROD-0694,B0473,Laundry Service,1,75000,75000
PROD-0695,B0449,Laundry Service,3,75000,225000
PROD-0696,B0741,Laundry Service,3,75000,225000
PROD-0697,B0243,Tour Package,1,500000,500000
PROD-0698,B0008,Spa Package,1,300000,300000
PROD-0699,B0528,Massage Service,1,350000,350000
PROD-0700,B0715,Dinner Buffet,1,250000,250000
PROD-0701,B0266,Mini Bar Refill,1,120000,120000
PROD-0702,B0715,Airport Transfer,1,200000,200000
PROD-0703,B0076,Mini Bar Refill,1,120000,120000
PROD-0704,B0033,Airport Transfer,1,200000,200000
PROD-0705,B0951,Spa Package,1,300000,300000
PROD-0706,B0051,Laundry Service,1,75000,75000
PROD-0707,B0659,Breakfast Buffet,2,150000,300000
PROD-0708,B0896,Breakfast Buffet,2,150000,300000
PROD-0709,B0739,Massage Service,1,350000,350000
PROD-0710,B0832,Room Service,3,180000,540000
PROD-0711,B0510,Mini Bar Refill,1,120000,120000
PROD-0712,B0294,Spa Package,1,300000,300000
PROD-0713,B0319,Massage Service,1,350000,350000
PROD-0714,B0334,Spa Package,1,300000,300000
PROD-0715,B0709,Massage Service,1,350000,350000
PROD-0716,B0725,Breakfast Buffet,2,150000,300000
PROD-0717,B0221,Dinner Buffet,2,250000,500000
PROD-0718,B0320,Late Checkout,1,100000,100000
PROD-0719,B0784,Spa Package,1,300000,300000
PROD-0720,B0453,Airport Transfer,1,200000,200000
PROD-0721,B0304,Tour Package,1,500000,500000
PROD-0722,B0629,Airport Transfer,2,200000,400000
PROD-0723,B0331,Room Service,2,180000,360000
PROD-0724,B0156,Breakfast Buffet,2,150000,300000
PROD-0725,B0204,Laundry Service,3,75000,225000
PROD-0726,B0150,Late Checkout,1,100000,100000
PROD-0727,B0960,Breakfast Buffet,1,150000,150000
PROD-0728,B0438,Spa Package,1,300000,300000
PROD-0729,B0013,Room Service,2,180000,360000
PROD-0730,B0543,Mini Bar Refill,1,120000,120000
PROD-0731,B0357,Laundry Service,2,75000,150000
PROD-0732,B0414,Airport Transfer,1,200000,200000
PROD-0733,B0561,Massage Service,1,350000,350000
PROD-0734,B0824,Room Service,1,180000,180000
PROD-0735,B0891,Breakfast Buffet,2,150000,300000
PROD-0736,B0668,Massage Service,1,350000,350000
PROD-0737,B0009,Breakfast Buffet,1,150000,150000
PROD-0738,B0683,Tour Package,1,500000,500000
PROD-0739,B0965,Massage Service,1,350000,350000
PROD-0740,B0186,Mini Bar Refill,1,120000,120000
PROD-0741,B0539,Tour Package,1,500000,500000
PROD-0742,B0730,Late Checkout,1,100000,100000
PROD-0743,B0025,Breakfast Buffet,2,150000,300000
PROD-0744,B0909,Dinner Buffet,1,250000,250000
PROD-0745,B0716,Massage Service,1,350000,350000
PROD-0746,B0385,Spa Package,1,300000,300000
PROD-0747,B0064,Spa Package,1,300000,300000
PROD-0748,B0951,Dinner Buffet,1,250000,250000
PROD-0749,B0410,Dinner Buffet,2,250000,500000
PROD-0750,B0382,Tour Package,1,500000,500000
PROD-0751,B0977,Dinner Buffet,2,250000,500000
PROD-0752,B0615,Room Service,3,180000,540000
PROD-0753,B0299,Airport Transfer,2,200000,400000
PROD-0754,B0415,Late Checkout,1,100000,100000
PROD-0755,B0330,Laundry Service,3,75000,225000
PROD-0756,B0286,Late Checkout,1,100000,100000
PROD-0757,B0407,Airport Transfer,1,200000,200000
PROD-0758,B0790,Mini Bar Refill,1,120000,120000
PROD-0759,B0276,Massage Service,1,350000,350000
PROD-0760,B0152,Tour Package,1,500000,500000
PROD-0761,B0426,Room Service,1,180000,180000
PROD-0762,B0911,Massage Service,1,350000,350000
PROD-0763,B0132,Laundry Service,3,75000,225000
PROD-0764,B0584,Dinner Buffet,2,250000,500000
PROD-0765,B0156,Breakfast Buffet,2,150000,300000
PROD-0766,B0266,Room Service,1,180000,180000
PROD-0767,B0145,Airport Transfer,2,200000,400000
PROD-0768,B0865,Breakfast Buffet,2,150000,300000
PROD-0769,B0289,Breakfast Buffet,2,150000,300000
PROD-0770,B0649,Room Service,1,180000,180000
PROD-0771,B0115,Mini Bar Refill,1,120000,120000
PROD-0772,B0681,Tour Package,1,500000,500000
PROD-0773,B0702,Dinner Buffet,2,250000,500000
PROD-0774,B0700,Mini Bar Refill,1,120000,120000
PROD-0775,B0316,Room Service,1,180000,180000
PROD-0776,B0098,Airport Transfer,1,200000,200000
PROD-0777,B0389,Late Checkout,1,100000,100000
PROD-0778,B0704,Late Checkout,1,100000,100000
PROD-0779,B0895,Laundry Service,3,75000,225000
PROD-0780,B0501,Breakfast Buffet,1,150000,150000
PROD-0781,B0174,Breakfast Buffet,2,150000,300000
PROD-0782,B0263,Mini Bar Refill,1,120000,120000
PROD-0783,B0378,Tour Package,1,500000,500000
PROD-0784,B0418,Breakfast Buffet,2,150000,300000
PROD-0785,B0641,Room Service,2,180000,360000
PROD-0786,B0734,Breakfast Buffet,1,150000,150000
PROD-0787,B0555,Late Checkout,1,100000,100000
PROD-0788,B0385,Tour Package,1,500000,500000
PROD-0789,B0082,Spa Package,1,300000,300000
PROD-0790,B0739,Breakfast Buffet,2,150000,300000
PROD-0791,B0974,Airport Transfer,1,200000,200000
PROD-0792,B0752,Room Service,3,180000,540000
PROD-0793,B0222,Dinner Buffet,1,250000,250000
PROD-0794,B0678,Late Checkout,1,100000,100000
PROD-0795,B0163,Laundry Service,2,75000,150000
PROD-0796,B0124,Tour Package,1,500000,500000
PROD-0797,B0856,Breakfast Buffet,2,150000,300000
PROD-0798,B0935,Airport Transfer,2,200000,400000
PROD-0799,B0675,Dinner Buffet,1,250000,250000
PROD-0800,B0149,Late Checkout,1,100000,100000
PROD-0801,B0170,Laundry Service,3,75000,225000
PROD-0802,B0863,Breakfast Buffet,2,150000,300000
PROD-0803,B0748,Breakfast Buffet,2,150000,300000
PROD-0804,B0873,Room Service,2,180000,360000
PROD-0805,B0751,Airport Transfer,2,200000,400000
PROD-0806,B0277,Airport Transfer,1,200000,200000
PROD-0807,B0704,Laundry Service,2,75000,150000
PROD-0808,B0630,Dinner Buffet,1,250000,250000
PROD-0809,B0217,Room Service,2,180000,360000
PROD-0810,B0980,Room Service,3,180000,540000
PROD-0811,B0994,Room Service,2,180000,360000
PROD-0812,B0448,Breakfast Buffet,1,150000,150000
PROD-0813,B0557,Laundry Service,2,75000,150000
PROD-0814,B0623,Room Service,1,180000,180000
PROD-0815,B0569,Room Service,1,180000,180000
PROD-0816,B0020,Airport Transfer,1,200000,200000
PROD-0817,B0272,Spa Package,1,300000,300000
PROD-0818,B0415,Late Checkout,1,100000,100000
PROD-0819,B0061,Mini Bar Refill,1,120000,120000
PROD-0820,B0830,Laundry Service,2,75000,150000
PROD-0821,B0681,Breakfast Buffet,2,150000,300000
PROD-0822,B0695,Breakfast Buffet,2,150000,300000
PROD-0823,B0099,Breakfast Buffet,1,150000,150000
PROD-0824,B0651,Mini Bar Refill,1,120000,120000
PROD-0825,B0543,Late Checkout,1,100000,100000
PROD-0826,B0312,Dinner Buffet,2,250000,500000
PROD-0827,B0243,Breakfast Buffet,2,150000,300000
PROD-0828,B0845,Spa Package,1,300000,300000
PROD-0829,B0435,Spa Package,1,300000,300000
PROD-0830,B0425,Dinner Buffet,2,250000,500000
PROD-0831,B0877,Mini Bar Refill,1,120000,120000
PROD-0832,B0127,Mini Bar Refill,1,120000,120000
PROD-0833,B0717,Airport Transfer,1,200000,200000
PROD-0834,B0806,Laundry Service,3,75000,225000
PROD-0835,B0278,Breakfast Buffet,2,150000,300000
PROD-0836,B0358,Spa Package,1,300000,300000
PROD-0837,B0641,Dinner Buffet,2,250000,500000
PROD-0838,B0920,Spa Package,1,300000,300000
PROD-0839,B0302,Spa Package,1,300000,300000
PROD-0840,B0769,Tour Package,1,500000,500000
PROD-0841,B0064,Tour Package,1,500000,500000
PROD-0842,B0246,Room Service,2,180000,360000
PROD-0843,B0757,Dinner Buffet,2,250000,500000
PROD-0844,B0384,Airport Transfer,1,200000,200000
PROD-0845,B0050,Breakfast Buffet,1,150000,150000
PROD-0846,B0046,Dinner Buffet,1,250000,250000
PROD-0847,B0554,Dinner Buffet,1,250000,250000
PROD-0848,B0371,Massage Service,1,350000,350000
PROD-0849,B0644,Massage Service,1,350000,350000
PROD-0850,B0019,Breakfast Buffet,1,150000,150000
PROD-0851,B0266,Tour Package,1,500000,500000
PROD-0852,B0229,Spa Package,1,300000,300000
PROD-0853,B0084,Mini Bar Refill,1,120000,120000
PROD-0854,B0609,Mini Bar Refill,1,120000,120000
PROD-0855,B0559,Massage Service,1,350000,350000
PROD-0856,B0649,Airport Transfer,1,200000,200000
PROD-0857,B0768,Breakfast Buffet,2,150000,300000
PROD-0858,B0453,Mini Bar Refill,1,120000,120000
PROD-0859,B0265,Airport Transfer,2,200000,400000
PROD-0860,B0342,Massage Service,1,350000,350000
PROD-0861,B0819,Room Service,1,180000,180000
PROD-0862,B0282,Breakfast Buffet,2,150000,300000
PROD-0863,B0339,Mini Bar Refill,1,120000,120000
PROD-0864,B0763,Spa Package,1,300000,300000
PROD-0865,B0420,Late Checkout,1,100000,100000
PROD-0866,B0078,Room Service,3,180000,540000
PROD-0867,B0864,Laundry Service,2,75000,150000
PROD-0868,B0116,Laundry Service,2,75000,150000
PROD-0869,B0464,Dinner Buffet,1,250000,250000
PROD-0870,B0251,Massage Service,1,350000,350000
PROD-0871,B0188,Tour Package,1,500000,500000
PROD-0872,B0277,Laundry Service,3,75000,225000
PROD-0873,B0427,Laundry Service,3,75000,225000
PROD-0874,B0101,Laundry Service,1,75000,75000
PROD-0875,B0855,Massage Service,1,350000,350000
PROD-0876,B0543,Laundry Service,1,75000,75000
PROD-0877,B0007,Dinner Buffet,2,250000,500000
PROD-0878,B0260,Massage Service,1,350000,350000
PROD-0879,B0761,Airport Transfer,2,200000,400000
PROD-0880,B0066,Massage Service,1,350000,350000
PROD-0881,B0541,Mini Bar Refill,1,120000,120000
PROD-0882,B0869,Room Service,3,180000,540000
PROD-0883,B0871,Mini Bar Refill,1,120000,120000
PROD-0884,B0775,Dinner Buffet,2,250000,500000
PROD-0885,B0598,Laundry Service,2,75000,150000
PROD-0886,B0497,Airport Transfer,1,200000,200000
PROD-0887,B0426,Breakfast Buffet,2,150000,300000
PROD-0888,B0662,Massage Service,1,350000,350000
PROD-0889,B0329,Mini Bar Refill,1,120000,120000
PROD-0890,B0421,Laundry Service,1,75000,75000
PROD-0891,B0883,Mini Bar Refill,1,120000,120000
PROD-0892,B0632,Mini Bar Refill,1,120000,120000
PROD-0893,B0780,Spa Package,1,300000,300000
PROD-0894,B0196,Mini Bar Refill,1,120000,120000
PROD-0895,B0588,Dinner Buffet,1,250000,250000
PROD-0896,B0518,Room Service,2,180000,360000
PROD-0897,B0464,Massage Service,1,350000,350000
PROD-0898,B0157,Airport Transfer,1,200000,200000
PROD-0899,B0294,Tour Package,1,500000,500000
PROD-0900,B0442,Dinner Buffet,2,250000,500000
PROD-0901,B0437,Dinner Buffet,1,250000,250000
PROD-0902,B0815,Dinner Buffet,1,250000,250000
PROD-0903,B0019,Dinner Buffet,1,250000,250000
PROD-0904,B0210,Room Service,1,180000,180000
PROD-0905,B0337,Late Checkout,1,100000,100000
PROD-0906,B0138,Breakfast Buffet,2,150000,300000
PROD-0907,B0851,Airport Transfer,2,200000,400000
PROD-0908,B0322,Tour Package,1,500000,500000
PROD-0909,B0037,Tour Package,1,500000,500000
PROD-0910,B0582,Room Service,3,180000,540000
PROD-0911,B0351,Airport Transfer,1,200000,200000
PROD-0912,B0726,Breakfast Buffet,2,150000,300000
PROD-0913,B0695,Room Service,2,180000,360000
PROD-0914,B0571,Massage Service,1,350000,350000
PROD-0915,B0615,Room Service,3,180000,540000
PROD-0916,B0496,Massage Service,1,350000,350000
PROD-0917,B0132,Massage Service,1,350000,350000
PROD-0918,B0558,Massage Service,1,350000,350000
PROD-0919,B0614,Room Service,1,180000,180000
PROD-0920,B0412,Laundry Service,3,75000,225000
PROD-0921,B0165,Room Service,3,180000,540000
PROD-0922,B0488,Spa Package,1,300000,300000
PROD-0923,B0097,Laundry Service,2,75000,150000
PROD-0924,B0224,Airport Transfer,2,200000,400000
PROD-0925,B0522,Airport Transfer,1,200000,200000
PROD-0926,B0240,Airport Transfer,2,200000,400000
PROD-0927,B0852,Mini Bar Refill,1,120000,120000
PROD-0928,B0026,Room Service,3,180000,540000
PROD-0929,B0654,Spa Package,1,300000,300000
PROD-0930,B0012,Mini Bar Refill,1,120000,120000
PROD-0931,B0858,Massage Service,1,350000,350000
PROD-0932,B0873,Mini Bar Refill,1,120000,120000
PROD-0933,B0729,Airport Transfer,2,200000,400000
PROD-0934,B0874,Airport Transfer,1,200000,200000
PROD-0935,B0460,Spa Package,1,300000,300000
PROD-0936,B0976,Spa Package,1,300000,300000
PROD-0937,B0806,Tour Package,1,500000,500000
PROD-0938,B0240,Room Service,1,180000,180000
PROD-0939,B0456,Room Service,2,180000,360000
PROD-0940,B0157,Spa Package,1,300000,300000
PROD-0941,B0081,Late Checkout,1,100000,100000
PROD-0942,B0517,Dinner Buffet,2,250000,500000
PROD-0943,B0680,Room Service,3,180000,540000
PROD-0944,B0059,Breakfast Buffet,2,150000,300000
PROD-0945,B0717,Room Service,3,180000,540000
PROD-0946,B0130,Laundry Service,3,75000,225000
PROD-0947,B0995,Room Service,1,180000,180000
PROD-0948,B0885,Spa Package,1,300000,300000
PROD-0949,B0926,Airport Transfer,2,200000,400000
PROD-0950,B0235,Airport Transfer,1,200000,200000
PROD-0951,B0964,Room Service,1,180000,180000
PROD-0952,B0855,Breakfast Buffet,2,150000,300000
PROD-0953,B0117,Massage Service,1,350000,350000
PROD-0954,B0469,Airport Transfer,2,200000,400000
PROD-0955,B0672,Massage Service,1,350000,350000
PROD-0956,B0239,Tour Package,1,500000,500000
PROD-0957,B0584,Airport Transfer,1,200000,200000
PROD-0958,B0040,Laundry Service,3,75000,225000
PROD-0959,B0760,Spa Package,1,300000,300000
PROD-0960,B0263,Massage Service,1,350000,350000
PROD-0961,B0842,Dinner Buffet,2,250000,500000
PROD-0962,B0021,Massage Service,1,350000,350000
PROD-0963,B0969,Airport Transfer,2,200000,400000
PROD-0964,B0782,Spa Package,1,300000,300000
PROD-0965,B0911,Room Service,3,180000,540000
PROD-0966,B0947,Spa Package,1,300000,300000
PROD-0967,B0788,Mini Bar Refill,1,120000,120000
PROD-0968,B0238,Mini Bar Refill,1,120000,120000
PROD-0969,B0373,Room Service,1,180000,180000
PROD-0970,B0080,Laundry Service,1,75000,75000
PROD-0971,B0158,Airport Transfer,2,200000,400000
PROD-0972,B0692,Dinner Buffet,2,250000,500000
PROD-0973,B0228,Breakfast Buffet,2,150000,300000
PROD-0974,B0994,Massage Service,1,350000,350000
PROD-0975,B0786,Late Checkout,1,100000,100000
PROD-0976,B0592,Room Service,3,180000,540000
PROD-0977,B0526,Mini Bar Refill,1,120000,120000
PROD-0978,B0387,Massage Service,1,350000,350000
PROD-0979,B0456,Room Service,3,180000,540000
PROD-0980,B0486,Tour Package,1,500000,500000
PROD-0981,B0250,Dinner Buffet,1,250000,250000
PROD-0982,B0208,Tour Package,1,500000,500000
PROD-0983,B0015,Tour Package,1,500000,500000
PROD-0984,B0972,Late Checkout,1,100000,100000
PROD-0985,B0715,Laundry Service,3,75000,225000
PROD-0986,B0965,Breakfast Buffet,2,150000,300000
PROD-0987,B0025,Dinner Buffet,1,250000,250000
PROD-0988,B0448,Airport Transfer,2,200000,400000
PROD-0989,B0503,Late Checkout,1,100000,100000
PROD-0990,B0456,Breakfast Buffet,2,150000,300000
PROD-0991,B0312,Airport Transfer,1,200000,200000
PROD-0992,B0536,Airport Transfer,2,200000,400000
PROD-0993,B0901,Mini Bar Refill,1,120000,120000
PROD-0994,B0015,Laundry Service,1,75000,75000
PROD-0995,B0179,Mini Bar Refill,1,120000,120000
PROD-0996,B0500,Spa Package,1,300000,300000
PROD-0997,B0910,Spa Package,1,300000,300000
PROD-0998,B0458,Breakfast Buffet,1,150000,150000
PROD-0999,B0852,Airport Transfer,1,200000,200000
PROD-1000,B0177,Late Checkout,1,100000,100000
